A	@@@noun::e
sedimentary	@@@adjective::walaCatI
sedimentation	@@@noun::walaCata_jAmana
sediments	@@@noun::walaCata
sedition	@@@noun::vixrohAwmaka_AcaraNa
seditious	@@@adjective::vixrohAwmaka
seduce	@@@verb::saMBoga_ke_lie_PusalAnA/luBAnA/AkarRiwa_karanA
seducer	@@@noun::saMBoga_ke_ie_PusalAne_vAlA
seduction	@@@noun::paWaBraRta_karanA/moha-jala_meM_PazsAnA
seductive	@@@adjective::kAmowwejaka_rUpa_se_AkarRaka/AkarRaka
seductively	@@@adverb::kAmowwejaka_DaMga_se
seductiveness	@@@noun::kAmowwejaka_AkarRaNa
sedulous	@@@adjective::pariSramI
sedulously	@@@adverb::pariSramapUrvaka
see	@@@noun::sI@@@verb::xiKnA/xeKanA/xekanA/xeKa_lenA/vixA_karanA/sAWa_xenA/samBAlanA/samaJanA/salAha_lenA/pEnI_najara_se_xeKanA/niScaya_karanA/milanA/mahasUsa_karanA/ke_lie_wEyAra_honA/kalpanA_karanA
seed	@@@adjective::bIja_vAlA@@@noun::xAnA/saMwAna/KilAdZI/janma/bIja/aMdA@@@verb::CAztanA/CaMtanA/bIja_nikAlanA/bIja_lagnA/bIja_bnA
seedcake	@@@noun::ajavAinayukwa_keka
seeded	@@@adjective::SreNigawa/boyA_huA/bIjaxAra/bIja_nikAlA_huA
seediness	@@@noun::PatehAla_avasWA
seedless	@@@adjective::bIjarahiwa
seedling	@@@noun::pOXA
seedsman	@@@noun::bIja_vikrewA
seedy	@@@adjective::GatiyA/gaMxA/bImAra/bijElA/bIjaxAra
seeing	@@@noun::xqRti_boXa
seek	@@@verb::mAzganA/koSiSa_karanA/DUMDanA
seeker	@@@noun::Koja_karane_vAlA
seem	@@@verb::laganA
seeming	@@@adjective::xiKAvatI/prawyakRa/prawIyamAna
seemingly	@@@adverb::prakatawaH/prakata_rUpa_se
seemliness	@@@noun::Ociwya
seemly	@@@adjective::upayukwa
seep	@@@verb::risanA
seepage	@@@noun::srAva/risAva
seer	@@@noun::BaviRyaxraRtA
seersucker	@@@noun::uBarI_huI_XAriyoM_vAlA_kapadZA
seethe	@@@verb::KOlanA/halacalapUrNa_honA/gusse_se_KOlanA
seething	@@@adjective::KOlawA_huA/hilawA_huA
segment	@@@noun::vqwwaKaNda/PAzka/hissA@@@verb::viBAjiwa_karanA/viBAjiwa_honA/PAzka_nikAlanA
segmentation	@@@noun::viBAjana/hissA
segregate	@@@verb::pqWak_karanA/bazta_jAnA/alaga_karanA
segregated	@@@adjective::pqWakkqwa
segregation	@@@noun::visaMyojana/pqWakkaraNa/pqWakawAvAxa/pqwakana
seism	@@@noun::BUcAla
seismal	@@@adjective::BUkaMpIya
seismic	@@@adjective::BUkaMpIya
seismogram	@@@noun::BUkaMpa_aBileKa
seismograph	@@@noun::BUkaMpaleKI
seismographer	@@@noun::BUkaMpa-AleKaka
seismography	@@@noun::BUkaMpa_vivaraNa/BUkaMpa_AleKana
seismologic	@@@adjective::BUkaMpavijFAna-saMbaMXI
seismological	@@@adjective::BUkaMpavijFAna-saMbaMXI
seismologist	@@@noun::BUkaMpavijFAnI
seismology	@@@noun::BUkaMpa_vijFAna
seismometer	@@@noun::BUkaMpamApI
seismometric	@@@adjective::BUkaMpamiwIya
seismometrical	@@@adjective::BUkaMpamiwIya
seismometry	@@@noun::BUkaMpamiwi
seismosaur	@@@noun::sAijZmosara
seismosaurus	@@@noun::sAijZsmorara_prajAwi
seismoscope	@@@noun::BUkaMpaxarSI
seize	@@@verb::xabAva_xAlanA/samaJanA/samaJa_lenA/rUka_jnA/pnA/pakadZanA/kZabjAZ_karanA/kurka_karanA/kabjZA_kara_lenA/kabjA_karanA/jZabwa_karanA/Japata_lenA/jabwa_karanA/hAsila_karanA/grahaNa_karanA/CinanA/CIna_lenA/bAzXanA/aXikAra_meM_lenA
seizure	@@@noun::xOrA/kabjA/jabwI/giraPZwArI/aXikAra
seldom	@@@adverb::SAyaxa_hI_kaBI/kaBI_kaBAra
select	@@@adjective::viSiRta/cuninxA@@@verb::cunanA
selection	@@@noun::cunI_gaI_vaswuoM_kA_saMgraha/cayana
selective	@@@adjective::cayanaSIla
selectively	@@@adverb::varaNakRamawApUrvaka
selectivity	@@@noun::varaNakRamawA
selector	@@@noun::silektara/cayanakrwA
self	@@@noun::vyakwiwwva/svayaM/svArWa/aham
selfish	@@@adjective::svArWI
selfishly	@@@adverb::svArWI_DaMga_se
selfishness	@@@noun::svArWaparawA/svArWa
selfless	@@@adjective::nissvArWa
selflessly	@@@adverb::nisvArWa_BAva_se
selflessness	@@@noun::nissvArWawA
selfsame	@@@adjective::eka_hI
sell	@@@noun::XoKA/vikraya/sOxA/rakZama/kamAI@@@verb::WopanA/vyApAra_karanA/viSvAsaGAwa_karanA/vikraya_karanA/sOxA_karanA/pracAra_karanA_karanA/pracAra_karanA/pracAra_honA/lAxanA/Karixane_ke_liye_majZabura_karanA/Coda_xenA/calanA/bikanA/becanA
sellable	@@@adjective::vikreya
seller	@@@noun::vikrewA
sellotape	@@@verb::selotepa_se_cipakAnA
selva	@@@noun::uRNakatibaMXI_pracura-varRA_vana
semantic	@@@adjective::SabxArWagawa
semantically	@@@adverb::arWa_kI_xqRti_se
semanticist	@@@noun::arWavijFAnI
semantics	@@@noun::arWavijFAna
semaphore	@@@noun::saMkewa-swaMBa/saMkewa-paxXawi@@@verb::saMkewa_se_prakata_karanA/saMkewa_paxXawi_se_saMxeSa_BejanA
semaphoric	@@@adjective::saMkewAwmaka
semaphorically	@@@adverb::semAPZora_saMkewa-paxXawi_ke_xvArA
semaphorist	@@@noun::semAPZora_saMkewa-paxXawi-saMcAlaka
semblance	@@@noun::Jalaka
semen	@@@noun::vIrya
semester	@@@noun::arXa_vArRika_pATyakrama
semi	@@@noun::semII
semiaquatic	@@@adjective::aMSajalIya
semibreve	@@@noun::arXasvara
semicircle	@@@noun::arXavqwwa
semicircular	@@@adjective::arXavqwwAkAra
semicolon	@@@noun::arXavirAma
semiconductor	@@@noun::arXacAlaka
semiconsciousness	@@@noun::arXacewanAvasWA
semidetached	@@@adjective::eka_waraPZa_se_judZA_huA
semifinal	@@@noun::upAnwa/semiPAinala
semifinalist	@@@noun::upAnwa_KilAdZI
seminal	@@@adjective::SukrIya/bIjIya/awyaMwa_praBAvaSAlI
seminar	@@@noun::seminAra
seminary	@@@noun::XarmapraSikRaNAlaya/nijI_SikRaNAlaya
semiotic	@@@adjective::saMkewa_vijFAnI
semiotical	@@@adjective::saMkewa_vijFAnI
semiotician	@@@noun::arWavijFAnI
semiotics	@@@noun::saMkew_vijFAna
semiprecious	@@@adjective::maXyama_bahumUlya
semiquaver	@@@noun::arXasaMgIwa_svara
semiskilled	@@@adjective::arXakuSala
semitone	@@@noun::arXasvaraka
semitropic	@@@adjective::upoRNIya/upoRNakatibanXIya/upoRNakatibaMXIya
semitropical	@@@adjective::upoRNIya/upoRNakatibanXIya/upoRNakatibaMXIya
semivowel	@@@noun::arXasvara
semolina	@@@noun::sUjI_kI_KIra/sUjI
sempstress	@@@noun::xarjina
sen	@@@noun::senaa
senate	@@@noun::viSvavixyAlaya_aXisaBA/SAsI_saBA/rAjyasaBA
senator	@@@noun::sInetara
senatorial	@@@adjective::sInetara_viRayaka
send	@@@verb::ukasnA/preRiwa_karanA/pahuzcnA/pahuzcanA/nikalanA/mAranA/jnA/jAne_xenA/garjanA/BejnA/BejanA/AjFA_xenA/AjFA_xanA
sender	@@@noun::preRaka/Bejane_vAlA
sendup	@@@noun::vixrUpikA
senile	@@@adjective::buDZApe_ke_kAraNa_saTiyAyA_huA
senility	@@@noun::saTyApA
senior	@@@adjective::variRTa@@@noun::badZA
seniority	@@@noun::varIyawA/variRTawA/jyeRTawA
senorita	@@@noun::sinyorItA
sens	@@@noun::seMsa
sensation	@@@noun::uwwejanA/saMvexanA/saMvexana/prawyakRa-boXa/joSa/jFAna/haMgAmA/boXa
sensational	@@@adjective::SAnaxAra/sanasanIKejZa/KalabalI_macAne_vAlA
sensationalise	@@@verb::sanasanIKejZa_banAnA
sensationalism	@@@noun::sanasanIparakawA/saMvexanavAxa/anuBavajanya_jFAna-sixXAMwa
sensationalist	@@@adjective::sanasanIparaka@@@noun::sanasanIKejZa_KabareM_iswemAla_karane_vAlA
sensationalistic	@@@adjective::sanasanIKeja
sensationalize	@@@verb::sanasanIKejZa_banAnA
sensationally	@@@adverb::SAnaxAra_DaMga_se/sanasanIKejZa_DaMga_se
sense	@@@noun::yogyawA/xiSA/vyAvahArikajFAna/viveka/suXa/sAmAnya_jFAna/samaJa/prawyakRa-jFAna/pahacAna/mAyanA/mawa/mAnasika_saMwulana/jFAna/iMxriyaboXa-Sakwi/buXxi/arWa/anuBava@@@verb::anuBava_karanA
senseless	@@@adjective::mUrKa/bemawalaba/behoSa/arWahIna/acewana
senselessly	@@@adverb::nirarWaka_DaMga_se/akAraNa_hI
senselessness	@@@noun::nirarWakawA
sensibilise	@@@verb::saMvexanaSIla_banAnA
sensibility	@@@noun::saMvexanaSIlawA
sensibilize	@@@verb::saMvexanaSIla_banAnA
sensible	@@@adjective::warkasaMgawa/wArIPZa_ke_lAyaka/vyAvahArika/vivekapUrNa/uciwa/sawarka/saMvexI/samaJaxAra/sacewa/pryApwa/lOkika/jAnakAra/anuBava-gamya/acCI
sensibly	@@@adverb::samaJaxArI_se
sensify	@@@verb::saMvexanaSIla_banAnA
sensitise	@@@verb::saMvexanaSIla_banAnA
sensitive	@@@adjective::xila_ko_CUne_vAlA/sugrAhI/saMvexanaSIla/nijI/nAjuZka/nAjuka/CUImuI
sensitively	@@@adverb::saMvexanaSIla_DaMga_se
sensitivity	@@@noun::sUkRmagrAhiwA/saMvexanaSIlawA
sensitize	@@@verb::saMvexanaSIla_banAnA
sensor	@@@noun::saMvexaka
sensory	@@@adjective::saMvexaka
sensual	@@@adjective::viRayAsakwa/rawyAwmaka/kAmuka
sensualise	@@@verb::saMvexanaSIla_banAnA/iMxriyagrAhya_banAnA/BOwika_rUpa_meM_praswuwa_karanA
sensualism	@@@noun::viRayaBogavAxa
sensualist	@@@noun::viRayaBogavAxI
sensualistic	@@@adjective::viRayaBogavAxI
sensuality	@@@noun::kAmukawA
sensualize	@@@verb::saMvexanaSIla_banAnA/iMxriyagrAhya_banAnA/BOwika_rUpa_meM_praswuwa_karanA
sensually	@@@adverb::kAmuka_DaMga_se
sensualness	@@@noun::kAmukawA
sensuous	@@@adjective::EMxriya
sensuousness	@@@noun::iMxriyagamyawA
sent	@@@adjective::preRiwa@@@noun::seMta
sentence	@@@noun::xaMdAxeSa/xaMda/vAkya/sajA/patra/leKana/kaWana/kArAvAsa@@@verb::sajZ_xenA/sajZA_xenA/bawA_xenA
sententious	@@@adjective::upaxeSAwmaka/sAragarBiwa
sententiously	@@@adverb::sAragarBiwa_DaMga_se
sentient	@@@adjective::saMvexanaSIla/sacewana
sentiment	@@@noun::vicAra/manoBAva/BAvukawA
sentimental	@@@adjective::BAvukawApUrNa/BAvuka/BAvanAwmaka
sentimentalise	@@@verb::BAvukawApUrvaka_vyavahAra_karanA/BAvuka_banAnA
sentimentalist	@@@noun::BAvukawAvAxI
sentimentality	@@@noun::awi_BAvukawA
sentimentalize	@@@verb::BAvukawApUrvaka_vyavahAra_karanA/BAvuka_banAnA
sentimentally	@@@adverb::BAvukawApUrNa_DaMga_se
sentimentize	@@@verb::BAvukawApUrvaka_vyavahAra_karanA
sentinel	@@@noun::saMwarI/paharexAra
sentry	@@@noun::saMwarI
sepal	@@@noun::bAhya_xala
separability	@@@noun::alaga_kiye_jAne_kI_kRamawA
separable	@@@adjective::alaga_kiyA_jA_sakane_lAyaka
separate	@@@adjective::awirikwa_CApa/alaga-alaga/alaga/akelA@@@adverb::alaga-alaga_se@@@verb::viBAjiwa_karanA/vargIkaraNa_karanA/rokanA/PElnA/nikAlanA/biKeranA/BExa_karanA/bAztanA/baMtanA/alaga_raKanA/alaga_karanA/alaga_honA_honA/alaga_honA/alaga-alaga_karanA
separated	@@@adjective::alaga-Walaga/alaga
separately	@@@adverb::svawaMwra_rUpa_se/alaga-alaga
separateness	@@@noun::BinnawA
separates	@@@noun::binA_seta_kA_kapadZA
separation	@@@noun::alagAva
separatism	@@@noun::pqWakawAvAxa
separatist	@@@adjective::pqWakawAvAxI@@@noun::pqWakawAvAxI
separative	@@@adjective::viBAjaka
separatrix	@@@noun::wiryaka_niSAna
seperation	@@@noun::saMbaMXa-vicCexa/pqWakkaraNa/alagAva
sepia	@@@adjective::lAla-BUre_raMga_kA@@@noun::sIpiyA/lAla-BUrA_raMga
septet	@@@noun::sAwa/sapwa
septic	@@@adjective::sadZanaxAra/pUwika
septicaemia	@@@noun::rakwaviRaNNawA
septicemia	@@@noun::rakwaviRaNNawA
septuagenarian	@@@noun::sapwawi-vaeRIya_vyakwi
sepulcher	@@@noun::samAXi/kabra
sepulchral	@@@adjective::viRAxamaya/samAXi_kA/kabra_kA
sepulchre	@@@noun::samAXi/kabra
sepulture	@@@noun::samAXi/kabra
sequel	@@@noun::uwwara_kaWA/pariNAma
sequence	@@@noun::xqSya/krama/anukrama
sequent	@@@adjective::XArAvAhika
sequential	@@@adjective::kramika/Anukramika
sequentially	@@@adverb::yaWAkrama/kramAnusAra
sequester	@@@verb::alaga_karanA
sequestered	@@@adjective::ekAMwa
sequestrate	@@@verb::alaga_karanA
sequestration	@@@noun::aXigrahaNa
sequin	@@@noun::siwArA
sequoia	@@@noun::sikuA
seraph	@@@noun::xevaxUwa/PZariSwA
seraphic	@@@adjective::xevaxUwIya/xevaxUwa_ke_samAna
seraphical	@@@adjective::xevaxUwa_ke_samAna
sere	@@@adjective::sUKA
serenade	@@@noun::saMgIwa_racanA/premagIwa@@@verb::premagIwa_gAnA
serendipity	@@@noun::Akasmika_lABavqwwi
serene	@@@adjective::SAMwa/niraBra
serenely	@@@adverb::SAMwa_BAva_se
serenity	@@@noun::SAMwaciwwawA
serf	@@@noun::kqRixAsa
serfage	@@@noun::xAsawva/xAsawA
serfdom	@@@noun::xAsawva/xAsawA/xAsa_praWA
serfhood	@@@noun::xAsawva/xAsawA
serflike	@@@adjective::baMxI_ke_samAna
serge	@@@noun::sarja
sergeant	@@@noun::sArajenta/havalaxAra
serial	@@@adjective::Anukramika@@@noun::XArAvAhika
serialisation	@@@noun::XArAvAhI_prakASana/XArAvAhIkaraNa
serialise	@@@verb::XArAvAhika_nikAlanA/kramAnusAra_lagAnA
serialization	@@@noun::XArAvAhI_prakASana/XArAvAhIkaraNa
serialize	@@@verb::XArAvAhika_nikAlanA/kramAnusAra_lagAnA
serially	@@@adverb::kramika_DaMga_se
sericeous	@@@adjective::romila
series	@@@noun::SqMKalA/sIrIja
serious	@@@adjective::vicAravAna/vicAraSIla/saMjIxA/rahasyamaya/pracaMda/mahwvapUrNa/mahawvapUrNa/jatila/Gora/gaMBIra/ahama/AcAra_saMbaMXI@@@adverb::gaMBIrawA_se
seriously	@@@adverb::gaMBIrawA_se@@@noun::gaMBIra_masalA
seriousness	@@@noun::gaMBIrawA/ciMwAjanakawA
sermon	@@@noun::XarmopaxeSa/sIKa
sermonise	@@@verb::upaxeSa_xenA
sermonize	@@@verb::upaxeSa_xenA
serpent	@@@noun::sAzpa
serpentine	@@@adjective::sarpila
serrate	@@@adjective::xAzwexAra
serrated	@@@adjective::xAzwexAra
serum	@@@noun::sIrama/pAnI
servant	@@@noun::sevaka/nOkara/karmacArI/Bakwa
serve	@@@verb::xenA/xeKaBAla_karanA/upayukwa_honA/sevA_karanA/sAWa_xenA/sAWa_rahanA/sarvisa_karanA/sahAyawA_karanA/pUrwi_karanA/pUrA_karanA/prawIkRA_karanA/parosanA/ke_lie_TIka_honA/kArya_karanA/kAPZI_honA/kAnUnI_kAravAI_karanA/kAmanA/kAma_karanA/geMxa_calnA/cAkarI_karanA/baxalA_lenA/AvaSyakawA-pUrwi_karanA/age_baDnA
server	@@@noun::sarvara/bErA
service	@@@noun::upayoga/upAsanA/upacAra/sevA_viBAga/sevA/sarvisa/saMgaTana/sAhayawA/pUrI_saPAZI/pUjA/maxaxa/marammwa/kramavyavasWA/kArya/karmacArI/kAma/jAzca/BOjana_parosane_ke_barwana/bArI@@@verb::xeKa-BAla_karanA/sevA_karanA/sarvisa_karanA/maxaxa_karanA/KLxamawa_karanA
serviceability	@@@noun::upayogiwA
serviceable	@@@adjective::upayogI/tikAU/kAma_kA
serviceableness	@@@noun::upayogiwA
serviceman	@@@noun::sEnika
servicewoman	@@@noun::mahilA_sEnika
serviette	@@@noun::rUmAla
servile	@@@adjective::xAsoM_jEsA/xAsa_saMbaMXI
servilely	@@@adverb::cApalUsI_Bare_DaMga_se
servility	@@@noun::cApalUsI
servitude	@@@noun::xAsawA/gulAmI
servo	@@@noun::sarvo
servomechanism	@@@noun::sarvomEkenijZma/prawipuRti_niyAmaka_waMwra
servosystem	@@@noun::sarvo_yAMwrika_viXi
sesame	@@@noun::wila
sess	@@@noun::sesa
session	@@@noun::SEkRika_sawra/sawra/satra/samaya/aXiveSana/AwmA-AhvAna_bETaka
set	@@@adjective::xqDZa/wEyAra/Tosa/sWiwa/siWAra/samUha/pakkA/OpacArika/niyawa/niyamiwa/nirXAriwa/kaTora/GisA-pitA/dUbA/DqDa/banA_huA/atala/aswagawa/aswa/acala@@@noun::wEyAra/varga/tolI/sWiwi/svABAvika_sWiwi/sUryaswa/SIGrawA/seta/samUha/pravqwi/pOXA/maMca/DAcA/BAva/Asana/Akqwi@@@verb::xqSya_baXxa_karanA/wEyAra_karanA/wEyara_karanA/waya_karanA/vyavasWiwa_karanA/uwpanna_karanA/uwAranA/ugnA/TIka_waraha_se_jamanA/sWApiwa_karanA/SurU_karanA/siWawa_karanA/niSciwa_karanA/milnA/majabUwanA/majabUra_karanA/liKanA/le_jnA/lAgnA/lagnA/laganA/kasanA/karanA/jamnA/jadZanA/GatanA/dUbanA/data_kara_viroXa_karane_kA_TAna_l_karanA/CodZanA/biCnA/bETnA/beTnA/betnA/bETanA/bEtanA/baxalanA/bannA/atala_rahanA
setaceous	@@@adjective::kaztIlA
setose	@@@adjective::kaztIlA
settee	@@@noun::setI/CotA_soPZ
setter	@@@noun::akRara-saMyojaka
setting	@@@noun::sWAna/samAyojana/jadZA_huA/Bojana_upakaraNa
settle	@@@verb::xenA/waya_karanA/TeharanA/TaharanA/sWira_karanA/sWApiwa_karanA/SAMwa_honA/saMjOwA_karanA/rokanA/rahanA/niScaya_karanA/nirNaya_karanA/nibatnA/lagnA/jamnA/jama_jnA/jA_bETanA/cuknA/BugawAna_karanA/bETanA/bETa_jnA/basnA/bas_jnA/basa_jnA
settled	@@@adjective::vyavasWiwa/sWira/SAMwa/niSciwa/AbAxa
settlement	@@@noun::vyavasWA-pawra/upaniveSa/samaJOwA/nipatArA/BugawAna/baswI
settler	@@@noun::upaniveSI/maXyasWa/jIwa_kA_hisAba_raKane_vAlA_lipika/aXivAsI
seven	@@@adjective::sAwa@@@noun::sAwa/sapwa
sevener	@@@noun::sAwa/sapwa
sevenfold	@@@adverb::sAwa_gunA_aXika/sAwa_gun
seventeen	@@@noun::sawrahaa/sapwaxaSaa
seventeenth	@@@adjective::sawrahavA@@@noun::sawrahavAz
seventh	@@@adjective::sAwavA@@@noun::sAwavAz/sAwa_svaroM_kA_aMwarAla/sapwam/eka_bate_sAwa
seventies	@@@noun::Ayu_ke_sawwar_se_unyAsI_waka_ke_varRa
seventieth	@@@adjective::sawwarav@@@noun::sawwaravAz
seventy	@@@adjective::sawwaravA@@@noun::sawwara
sever	@@@verb::pUrNawayA_saMbaMXa-vicCexa_kara_lenA/kAtanA/kata_kara_alaga_ho_jAnA
severable	@@@adjective::vicCexya/alaga_kiyA_jA_sakane_lAyaka
several	@@@adjective::viBinna/prakAra/nijI/nAnA_prakAra/kaI/Binna/bahuwa/alaga-alaga/alaga@@@pronoun::kaI
severally	@@@adverb::kramaSaH/alaga-alaga
severance	@@@noun::vicCexa/pqWakkaraNa
severe	@@@adjective::wIrva/wIKA/wejasvI/vyaMgyApUrNa/vikata/sAxA/satIka/sarala/rUKA/pracaNda/pracaMda/kaTora/kaTina/kadZaka/kadZA/jZAlima/joZraxAra/Gora/gaMBIra/gahana/dAravanA/BArI/awi@@@adverb::kaTorawA_se
severely	@@@adverb::sAxe_DaMga_se/kaTorawA_se/gaMBIra_rUpa_se
severity	@@@noun::ugrawA/kaTinAI
sew	@@@verb::tAMkanA/TAkA_xenA/sInA/sIlAI_karanA/sIkara_baMxa_karanA/pnA
sewage	@@@noun::malajala/gaMxA_pAnII
sewer	@@@noun::xarajZI/sIne_vAlA/pAnI/mala-jala_nikAsa_pAipa
sewerage	@@@noun::mala-nikAsa_vyavasWA/mala-jala_nikAsa_pAipa
sewing	@@@noun::silAI
sex	@@@noun::varga/seksaa/liMga/kAmukawA/kAma@@@verb::uwwejiwa_karanA
sexily	@@@adverb::kAmowwejaka_DaMga_se
sexiness	@@@noun::kAmowwejakawA
sexism	@@@noun::liMga_ke_AXAra_para_Bexa-BAva_kI_nIwi/liMga_ke_AXAra_para_Bexa-BAva
sexist	@@@adjective::liMga-Bexa_xyowaka@@@noun::liMga-Bexa_raKane_vAlA
sexless	@@@adjective::yOna_xqRti_se_anAkarRaka/napuMsaka/liMgahIna/kAmaBAvanA_rahiwa
sexologist	@@@noun::yOna-vijFAnI
sexology	@@@noun::yOna-vijFAna
sexton	@@@noun::maMxira-paricara/girajAxAra
sexual	@@@adjective::yOna/mEWunika/lEMgika/kAmuka
sexuality	@@@noun::lEMgikawA/kAmukawA
sexually	@@@adverb::lEMgika_rUpa_se
sexy	@@@adjective::kAmowwejaka
sezession	@@@noun::saseSana
sh	@@@interjection::SAnwa_raho
shabbily	@@@adverb::PatIcara_DaMga_se/kRuxra_DaMga_se
shabbiness	@@@noun::PatehAla_avasWA
shabby	@@@adjective::PatehAla/PatA_purAnA/kRuxra/jIrNa-SIrNa
shabu	@@@noun::SEbU
shack	@@@noun::kutiyA
shackle	@@@noun::yU_AkAra_kI_CadZa/baMXana@@@verb::svecCA_prakata_karane_se_rokanA/bedZiyoM_se_bAzXanA
shackles	@@@noun::haWakadZI/baMXana
shade	@@@adjective::WodZA-sA@@@noun::prewAwmA/paraxA/netrarakRaka/marIcikA/kMiciwa_mAtrA/halkA_raMga/CAzva/CAyA/CAy/Bexa/azXerA@@@verb::gaharAI_lnA/bacnA
shaded	@@@adjective::reKAcCAxiwa/AcCAxiwa
shades	@@@noun::XUpa_kA_caSmA
shading	@@@noun::CAyAkaraNa
shadings	@@@noun::BinnawA
shadow	@@@adjective::wEyAra@@@noun::sUtra/SAyA/SaraNa/saMkewa/paraCAII/paraCAI/marIcikA/kAlA_XabbA/Jalaka/CAyA/BUwa/boXa/aMXerA/ABAsa@@@verb::sAWa_lagA_PiranA/piCA_karanA/nirASa_karanA/aMXerA_CnA
shadowed	@@@adjective::CAyAxAra
shadowy	@@@adjective::XuzXalA/rahasyapUrNa/prewAwmA_ke_samAna/CAyAxAra/CAyA-sA/aspaRta
shady	@@@adjective::nIca/gZErakAnUnI/CAyAxAra
shaft	@@@noun::vANa/picCAkRa/kiraNapuMja/katAkRa/KanawI/arAlaxaMda@@@verb::XoKA_xenA/anyAyapUrNa_vyavahAra_karanA
shag	@@@noun::seksa/roezxAra_motA_kapadZA/ro/katA_huA_waMbAkU/jala_kAga/gucCexAra_bAla
shagged	@@@adjective::WakA_huA/roezxAra
shaggy	@@@adjective::roezxAra/JabarA
shake	@@@noun::kampana/JatakA/hilanA/bAjI@@@verb::xurbala_karanA/XakkA_pahuznA/vicaliwa_karanA/parIkRaNa_karanA/mukke_se_XamakI_xenA/milAnA/kAzpanA/kAMpanA/JakaJoranA/jagAnA/JadZanA/hilA_xenA/hilAnA/hilanA/hilAkara_dAlanA/hila_jAnA/hAWa_milnA/hAWa_milAnA/GumAnA/dAMvAdola_karanA/dAlanA
shakedown	@@@adjective::parIkRAwmaka@@@noun::vAhana-parIkRaNa/prAraMBika_samAyojana/kadZI_CAnabIna/darA-XamakA_kara_pEsA_CInanA/blEkamela_karake_pEsA_EzTanA
shaken	@@@adjective::vicaliwa
shakeup	@@@noun::punarvyavasWapana
shakiness	@@@noun::kaMpana
shaking	@@@adjective::kAzpawA_huA@@@noun::kaMpana/JaKaJoranA
shaky	@@@adjective::kAzpawA_huA/dAzvAzdola/asWira
shale	@@@noun::Sela
shall	@@@noun::gA/ge/gI
shallot	@@@noun::Cote_pyAjZa_kA_pOXA/CotA_pyAjZa
shallow	@@@adjective::oCA/halkI/CiCalA@@@noun::CiCalA_pAnI@@@verb::uWalA_karanA/uWalA_ho_jAnA
shallowly	@@@adverb::uWale_DaMga_se
shallowness	@@@noun::uWalApana/sawahIpana/CiCalApana
shallows	@@@noun::uWalA_pAnII
shaly	@@@adjective::Sela_ke_samAna
sham	@@@adjective::xiKAvatI/banAvatI@@@noun::XoKA/DoMgI@@@verb::DoMga_karanA
shaman	@@@noun::oJA
shamanism	@@@noun::SAmAnI_Xarmaa/jIvavAxI_Xarmaa
shamanist	@@@adjective::SAmAnI_Xarma_se_saMbaMXiwa
shamanistic	@@@adjective::SAmAnI_Xarma_se_saMbaMXiwa
shamble	@@@noun::pEra_GasIta_kara_calanA@@@verb::pEra_GasIta_kara_calanA
shambles	@@@noun::kasAIKAnA/bUcadZaKAnA/bewarawIba_sWAna
shambling	@@@noun::pEra_GasIta_kara_calanA
shambolic	@@@adjective::avyavasWiwa
shame	@@@noun::xayA/SarmiMxagI/sarmiMxagI/Sarma/lajjA/hayA@@@verb::SarmiMxiwa_honA/sarmiMxiwa_honA/SarmiMxA_honA/SarmiMxagI_xiKAnA/SarmiMxagI_mahasUsa_honA/lajjiwa_karanA/lajjiwa_honA/kama_xiKAnA/bAXya_karanA/baxanAma_karanA
shamefaced	@@@adjective::SarmiMxA/lajjiwa/awyaXika_lajjASIla
shamefacedly	@@@adverb::lajjiwa_ho_kara
shameful	@@@adjective::SarmanAka
shameless	@@@adjective::nirlajjawApUrNa/beSarma
shamelessness	@@@noun::nirlajjawA/beSarmI
shaming	@@@adjective::SarmanAka
shammer	@@@noun::jI_curAne_vAlA/DoMgI
shammy	@@@noun::sAMBara_carma
shampoo	@@@noun::SEMpU_karanA/SEMpU@@@verb::SEMpU_karanA
shamrock	@@@noun::SEmaraka
shandy	@@@noun::SEMdI
shandygaff	@@@noun::SEMdIgEPZ
shanghai	@@@verb::jZabarxaswI_BejanA/balapUrvaka_karavAnA/apaharaNa_karanA
shank	@@@noun::tAzga_kA_mAMsa/tAzga/maXyaBAga/jUwe_ke_wale_kA_maXyaBAga/galPZa_xaNda_se_prahAra@@@verb::galPZa_xaMda_se_prahAra_karanA
shanty	@@@noun::mAzJI_gIwa/JuggI-JopadZI
shape	@@@noun::xaSA/sugaTana/sAzcA/rUpa/racanA/prawirUpa/namUnA/DAzcA/CAyABAsa/BUwa/banAvata/bAhya_rUpa/Akqwi/AkAra@@@verb::yojanA_banAnA/viSeRa_warIke_se_aBivyakwa_karanA/vikAsa_karanA/upayukwa_banAnA/ucciwa_DaMga_se_karanA/rUpa_xenA/praBAviwa_karanA/gaDanA/bikAsa_pAnA/banAnA/asara_dAlanA/anurUpa_banAnA/anukUla_banAnA/AkAra_xenA
shaped	@@@adjective::gaDZA
shapeless	@@@adjective::bedOla/BaxxA/AkArahIna
shapelessly	@@@adverb::Baxxe_DaMga_se
shapelessness	@@@noun::bedOlapana
shapely	@@@adjective::sudOla
shard	@@@noun::TIkarA
